sheet_name,rows,token,ticker,first_date,last_date,valid_schema,missing_required_columns,valid_date_count,date_parse_rate
unicornfartdust,33,Unicorn Fart Dust,ufd,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
universalbasiccompute,68,Universal Basic Compute,ubc,2024-11-29T00:00:00,2025-02-04T00:00:00,True,,68,1.0
universaloperatingsystem,34,Universal Operating System,$uos,2025-01-02T00:00:00,2025-02-04T00:00:00,True,,34,1.0
upgrates,78,Upgrates,upg,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
upsidedowncat2,83,upsidedowncat,usdcat,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,83,1.0
upsidedownmeme,86,upsidedownmeme,,,,True,,0,0.0
uranus3,86,Uranus,urs,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
urolithina,76,Urolithin A,$uro,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
usacoin,16,USAcoin,usacoin,2025-01-20T00:00:00,2025-02-04T00:00:00,True,,16,1.0
vaderaibyvirtuals,62,vaderaibyvirtuals,,,,True,,0,0.0
valhallaindex,86,Valhalla Index,odin,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
vaticanmascot,83,Vatican Mascot,luce,2024-11-15T00:00:00,2025-02-03T00:00:00,True,,83,1.0
vaultterminal,77,Vault Terminal,vault,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
velvetunicornbyvirtuals,62,velvetunicornbyvirtuals,,,,True,,0,0.0
venko,86,VENKO,$venko,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
vibecat2,77,Vibe Cat,vibe,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
vibingcat,86,Vibing Cat,vcat,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
vikita,0,vikita,,,,True,,0,0.0
virgo2,81,Virgo,virgo,2024-11-15T00:00:00,2025-02-04T00:00:00,True,,81,1.0
vitai,61,VitAI,vitai,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
vitainu,86,Vita Inu,vinu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
voiceartificial,33,Voice Artificial,var,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
voltinu2,86,Volt Inu,volt,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
voyagerai,54,Voyager AI,voyage,2024-12-13T00:00:00,2025-02-04T00:00:00,True,,54,1.0
waffles,86,Waffles,waffles,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
wagmigame2,12,WAGMI Games,wagmigames,2025-01-24T00:00:00,2025-02-04T00:00:00,True,,12,1.0
waicombinatorbyvirtuals,40,waicombinatorbyvirtuals,,,,True,,0,0.0
wallstreetmemes,86,Wall Street Memes,wsm,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
wally,84,Wally,wally,2024-11-13T00:00:00,2025-02-04T00:00:00,True,,84,1.0
walterdogsolana,85,Walter,walter,2024-11-12T00:00:00,2025-02-04T00:00:00,True,,85,1.0
warriorcoin,1,Warrior Coin,war,2025-02-04T00:00:00,2025-02-04T00:00:00,True,,1,1.0
wassie,86,WASSIE,wassie,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
wat,42,Wat,wat,2024-12-25T00:00:00,2025-02-04T00:00:00,True,,42,1.0
watcoin,86,watcoin,,,,True,,0,0.0
waterbear,74,waterbear,waterbear,2024-11-23T00:00:00,2025-02-04T00:00:00,True,,74,1.0
watercoin,86,WATER Coin,water,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
wawacat,86,WAWA CAT,wawa,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
weirdmedievalmemes,70,Weird Medieval Memes,wmm,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
weirdo2,86,weirdo2,,,,True,,0,0.0
welovet,27,We Love Tits,tits,2025-01-09T00:00:00,2025-02-04T00:00:00,True,,27,1.0
welshcorgicoin,0,welshcorgicoin,,,,True,,0,0.0
wen4,34,Wen,wen,2025-01-02T00:00:00,2025-02-04T00:00:00,True,,34,1.0
wen5,69,wen5,,,,True,,0,0.0
whale2,16,Whale,whale,2025-01-20T00:00:00,2025-02-04T00:00:00,True,,16,1.0
whatsupdog,86,What’s Updog?,$updog,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
whinecoin,70,Whine Coin,whine,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
whiskey,86,WHISKEY,whiskey,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
why,86,WHY,why,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
whyyoutouzhele,33,Whyyoutouzhele,li,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
wibwob,78,WibWob,wibwob,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
wicked,86,Wicked,wicked,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
wifejak,77,Wifejak,wife,2024-11-20T00:00:00,2025-02-04T00:00:00,True,,77,1.0
wildgoatcoin2,78,Wild Goat Coin,wgc,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
winniethepoodle,86,Winnie the Poodle,winnie,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
winterarc,76,Winter Arc,winter,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
wojak,41,Wojak,wojak,2024-12-26T00:00:00,2025-02-04T00:00:00,True,,41,1.0
wolfofwallstreet,86,Wolf of Wall Street,$wolf,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
womanyellingatcat,86,Woman Yelling At Cat,wyac,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
wooftoken,72,WOOF,woof,2024-11-25T00:00:00,2025-02-04T00:00:00,True,,72,1.0
work,53,WORK,work,2024-12-14T00:00:00,2025-02-04T00:00:00,True,,53,1.0
would,61,would,would,2024-12-06T00:00:00,2025-02-04T00:00:00,True,,61,1.0
wownero,86,wownero,,,,True,,0,0.0
wrappedayeayecoin,86,Wrapped AyeAyeCoin,waac,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
wrappeddog,86,Wrapped DOG,wdog,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
wryon,77,wryon,,,,True,,0,0.0
wuffi,49,WUFFI,wuf,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
xcommunity,40,X Community,x,2024-12-27T00:00:00,2025-02-04T00:00:00,True,,40,1.0
xenopuslaevis,49,Xenopus laevis,xeno,2024-12-18T00:00:00,2025-02-04T00:00:00,True,,49,1.0
xingxing,76,Xing Xing,xing,2024-11-21T00:00:00,2025-02-04T00:00:00,True,,76,1.0
xmoney,7,XMONEY,xmoney,2025-01-29T00:00:00,2025-02-04T00:00:00,True,,7,1.0
yap,86,yap,yap,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
yawnsworld,86,Yawn's World,yawn,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
yeeti,86,yeeti,,,,True,,0,0.0
yellowpepe,65,Yellow Pepe,yelpe,2024-12-02T00:00:00,2025-02-04T00:00:00,True,,65,1.0
yeschad,78,Yes Chad,yes,2024-11-19T00:00:00,2025-02-04T00:00:00,True,,78,1.0
yieldmachine,10,yieldmachine,,,,True,,0,0.0
yne,33,yesnoerror,yne,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
youngpeezyakapepe,86,youngpeezyakapepe,,,,True,,0,0.0
yousim,70,YouSim,yousim,2024-11-27T00:00:00,2025-02-04T00:00:00,True,,70,1.0
yowie,82,YOWIE,yowie,2024-11-15T00:00:00,2025-02-03T00:00:00,True,,82,1.0
yuko,66,yuko,,,,True,,0,0.0
zackmorris,86,Zack Morris,zack,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
zaichxbt,7,ZaichXBT,zai,2025-01-29T00:00:00,2025-02-04T00:00:00,True,,7,1.0
zapo,81,zapo,,,,True,,0,0.0
zaraai,40,ZARA AI,zara,2024-12-27T00:00:00,2025-02-04T00:00:00,True,,40,1.0
zazu2,86,Zazu,zazu,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
zeekcoin,86,zeekcoin,,,,True,,0,0.0
zenai,12,Zen AI,zai,2025-01-24T00:00:00,2025-02-04T00:00:00,True,,12,1.0
zenith3,60,Zenith,zen,2024-12-07T00:00:00,2025-02-04T00:00:00,True,,60,1.0
zerebrotokenoftransformation,40,Zerebro Token Of Transformation,gaycoin,2024-12-27T00:00:00,2025-02-04T00:00:00,True,,40,1.0
zerotech,86,MEOW,meow,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
zeus3,33,ZEUS,zeus,2025-01-03T00:00:00,2025-02-04T00:00:00,True,,33,1.0
zoaai,75,ZOA AI,zoa,2024-11-22T00:00:00,2025-02-04T00:00:00,True,,75,1.0
zods,46,ZODs,zods,2024-12-21T00:00:00,2025-02-04T00:00:00,True,,46,1.0
zoomer,86,Zoomer,zoomer,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
zoomersol,86,Zoomer,zoomer,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
zooworld,4,Zoo World,zoo,2025-02-01T00:00:00,2025-02-04T00:00:00,True,,4,1.0
zyncoin2,86,ZynCoin,zyn,2024-11-11T00:00:00,2025-02-04T00:00:00,True,,86,1.0
